3.082758665084838867e+00,4.639705657958984375e+00,6.925169944763183594e+00,1.022535228729248047e+01
1.571428626775741577e-01,4.781022071838378906e+00,3.134615421295166016e+00,9.167832374572753906e+00
-1.890625000000000000e+00,3.067164182662963867e+00,1.047619104385375977e+00,7.099999904632568359e+00
1.297101497650146484e+00,1.263157844543457031e+00,-9.103448390960693359e-01,5.904411792755126953e+00
3.142857074737548828e+00,5.303030490875244141e+00,5.389705657958984375e+00,8.976190567016601562e+00
-7.368420958518981934e-01,6.818182021379470825e-02,3.326388835906982422e+00,1.333333373069763184e+00
-2.221428632736206055e+00,-2.943548440933227539e+00,6.047297477722167969e+00,3.852349042892456055e+00
-6.340740680694580078e+00,2.256578922271728516e+00,-3.422818779945373535e-01,3.198581457138061523e+00
4.555555343627929688e+00,4.451851844787597656e+00,1.950704216957092285e+00,6.731034278869628906e+00
-2.282608747482299805e+00,4.226027488708496094e+00,-2.047244161367416382e-01,2.725663661956787109e+00
-2.470149278640747070e+00,-5.170068144798278809e-01,-2.647058963775634766e-01,2.392592668533325195e+00
-4.687500000000000000e-01,6.350364685058593750e-01,-3.902777671813964844e+00,4.666666507720947266e+00
7.746478915214538574e-02,2.133333444595336914e+00,2.661764621734619141e+00,1.061224460601806641e+00
-6.058394312858581543e-01,1.803030252456665039e+00,-4.239130496978759766e+00,-2.088607549667358398e-01
1.691176444292068481e-01,3.338461637496948242e+00,3.548386991024017334e-01,4.198473453521728516e+00
1.462121248245239258e+00,6.795620441436767578e+00,7.248322367668151855e-01,2.413533926010131836e+00
4.554054260253906250e+00,4.054421901702880859e+00,9.615384340286254883e-01,6.916666507720947266e+00
-5.036496520042419434e-01,-1.768707484006881714e-01,1.773722648620605469e+00,6.492647171020507812e+00
-4.089041233062744141e+00,-5.442177057266235352e-01,-5.489655017852783203e+00,-2.290076315402984619e-01
-2.526315689086914062e+00,2.718120813369750977e+00,9.774436056613922119e-02,4.340277671813964844e+00
-1.140625000000000000e+00,-4.203007698059082031e+00,-5.250000000000000000e+00,-1.712230205535888672e+00
3.537414968013763428e-01,5.736842155456542969e+00,4.352518081665039062e+00,9.891304016113281250e+00
-5.639705657958984375e+00,-3.740740776062011719e+00,-1.353383421897888184e+00,-4.972789287567138672e+00
4.594594538211822510e-01,-1.070422530174255371e+00,9.856114983558654785e-01,7.496503353118896484e+00
-3.315384626388549805e+00,3.766917228698730469e+00,-1.644927501678466797e+00,3.115941882133483887e-01
-4.677215099334716797e+00,-1.166666626930236816e+00,7.352941036224365234e-01,2.078014135360717773e+00
-9.652777910232543945e-01,1.167883157730102539e+00,-6.222222447395324707e-01,3.780821800231933594e+00
1.575539588928222656e+00,1.548387050628662109e+00,-8.750000000000000000e-01,5.599999904632568359e+00
