-6.694244742393493652e-01,9.913669228553771973e-01,-2.748201489448547363e-01,5.602158069610595703e+00
-2.569784164428710938e+00,-4.773381352424621582e-01,-1.329856157302856445e+00,1.789208650588989258e+00
2.911151170730590820e+00,4.674100875854492188e+00,3.179496288299560547e+00,9.291366577148437500e+00
-2.827338278293609619e-01,2.617985725402832031e+00,1.398561120033264160e+00,5.555755615234375000e+00
-1.238129496574401855e+00,1.117266178131103516e+00,2.035971283912658691e-01,3.717985630035400391e+00
1.146762609481811523e+00,2.179856061935424805e+00,9.539568424224853516e-01,6.402877807617187500e+00
1.294604301452636719e+00,3.382014274597167969e+00,2.612589836120605469e+00,7.225179672241210938e+00
-2.384892106056213379e-01,1.979136705398559570e+00,1.177697896957397461e+00,4.930215835571289062e+00
1.096762537956237793e+00,3.078777074813842773e+00,2.646762609481811523e+00,6.241726398468017578e+00
-1.464028805494308472e-01,1.577338099479675293e+00,2.766187191009521484e-01,4.631654739379882812e+00
3.237409982830286026e-03,1.989208579063415527e+00,8.794963955879211426e-01,4.826259136199951172e+00
2.512589931488037109e+00,4.830215930938720703e+00,3.794244527816772461e+00,7.420503616333007812e+00
5.942445993423461914e-01,3.052877664566040039e+00,1.222661852836608887e+00,6.330215930938720703e+00
-2.161870449781417847e-01,1.369064688682556152e+00,4.676259122788906097e-03,5.246402740478515625e+00
-1.659712195396423340e+00,7.525179982185363770e-01,-3.964028656482696533e-01,3.799280643463134766e+00
3.611510694026947021e-01,1.849640250205993652e+00,8.607913851737976074e-01,6.860791206359863281e+00
5.233812928199768066e-01,2.045683383941650391e+00,9.298561215400695801e-01,5.596762657165527344e+00
3.456834554672241211e-01,1.947122335433959961e+00,8.003597259521484375e-01,5.632733821868896484e+00
-8.521582484245300293e-01,8.330935239791870117e-01,2.683453261852264404e-01,4.842086315155029297e+00
-2.942446172237396240e-01,1.951438903808593750e+00,5.309352278709411621e-01,4.002877712249755859e+00
-1.865467667579650879e+00,9.330935478210449219e-01,-2.482014335691928864e-02,4.177697658538818359e+00
2.514388561248779297e-01,1.504676222801208496e+00,4.744604229927062988e-01,5.569424629211425781e+00
-8.629496693611145020e-01,1.561870455741882324e+00,6.679856181144714355e-01,4.919784069061279297e+00
-5.276978611946105957e-01,1.119424462318420410e+00,3.651079237461090088e-01,5.242805957794189453e+00
5.906474590301513672e-01,3.213669061660766602e+00,2.243884801864624023e+00,5.675179958343505859e+00
1.640287756919860840e+00,3.207553863525390625e+00,1.752158284187316895e+00,6.357913494110107422e+00
-2.582733929157257080e-01,8.298560976982116699e-01,5.323740839958190918e-02,4.630215644836425781e+00
-3.917266130447387695e-01,1.198201417922973633e+00,-8.561150729656219482e-02,5.613668918609619141e+00
-2.026618719100952148e+00,3.039568364620208740e-01,-8.169064521789550781e-01,3.466906547546386719e+00
-1.748561143875122070e+00,4.280575513839721680e-01,-6.625899076461791992e-01,4.211151123046875000e+00
2.593525171279907227e+00,4.654316425323486328e+00,3.529856204986572266e+00,8.840647697448730469e+00
-1.976978421211242676e+00,2.410071901977062225e-02,-1.025899291038513184e+00,3.112589836120605469e+00
-1.280935287475585938e+00,1.467625945806503296e-01,-1.469784140586853027e+00,3.246043205261230469e+00
-7.449640035629272461e-01,9.248201251029968262e-01,-3.330935239791870117e-01,4.834172725677490234e+00
-6.733812689781188965e-01,1.299280524253845215e+00,1.071942448616027832e+00,6.017985820770263672e+00
4.299280643463134766e+00,6.030935287475585938e+00,5.096402645111083984e+00,9.497482299804687500e+00
-6.312949657440185547e-01,1.039208650588989258e+00,3.805755376815795898e-01,3.505395650863647461e+00
-2.246762514114379883e+00,-1.169064715504646301e-01,-1.085251808166503906e+00,3.087409973144531250e+00
2.828057527542114258e+00,4.667985439300537109e+00,3.987050294876098633e+00,8.404676437377929688e+00
1.175899267196655273e+00,2.461870431900024414e+00,1.123381257057189941e+00,7.526618480682373047e+00
-9.413669109344482422e-01,1.030215859413146973e+00,-4.197841584682464600e-01,3.426259040832519531e+00
3.774460315704345703e+00,5.906115055084228516e+00,4.656474590301513672e+00,8.060431480407714844e+00
1.618345379829406738e+00,3.308633089065551758e+00,2.391366958618164062e+00,7.499640464782714844e+00
8.982014656066894531e-01,3.103956937789916992e+00,1.644963979721069336e+00,5.623741149902343750e+00
-1.694964051246643066e+00,6.370503306388854980e-01,-5.413669347763061523e-01,3.124100685119628906e+00
4.316546954214572906e-03,1.649280548095703125e+00,8.884891867637634277e-01,5.227697849273681641e+00
-1.162589907646179199e+00,-5.575539544224739075e-02,-1.501079082489013672e+00,4.033812999725341797e+00
-4.184172630310058594e+00,-2.159352540969848633e+00,-3.306115150451660156e+00,7.582733631134033203e-01
-2.791366875171661377e-01,1.624820113182067871e+00,3.633093535900115967e-01,5.035251617431640625e+00
9.460431933403015137e-01,3.430215835571289062e+00,2.192086219787597656e+00,6.941007137298583984e+00
1.239928007125854492e+00,3.544244527816772461e+00,1.561510801315307617e+00,5.599640369415283203e+00
-5.784172415733337402e-01,5.982014536857604980e-01,-9.449640512466430664e-01,5.068705081939697266e+00
1.561151027679443359e+00,2.526618719100952148e+00,7.550359964370727539e-01,7.012949466705322266e+00
-5.287410259246826172e+00,-3.234532356262207031e+00,-3.442805767059326172e+00,1.056115150451660156e+00
-3.415107965469360352e+00,-9.305755496025085449e-01,-1.106115102767944336e+00,2.084532260894775391e+00
-8.064748048782348633e-01,1.083812952041625977e+00,2.133093476295471191e-01,4.626618862152099609e+00
-1.125539541244506836e+00,1.250000000000000000e+00,4.920863211154937744e-01,4.679856300354003906e+00
-3.525899171829223633e+00,-1.145683407783508301e+00,-1.959712266921997070e+00,2.310071945190429688e+00
-6.780575513839721680e-01,1.494244575500488281e+00,5.111510753631591797e-01,6.090647697448730469e+00
-1.737769842147827148e+00,1.532374173402786255e-01,-3.176259100437164307e-01,2.691726684570312500e+00
-8.363309502601623535e-01,5.291367173194885254e-01,-3.856115043163299561e-01,3.748201370239257812e+00
1.360431671142578125e+00,3.043165445327758789e+00,1.943884849548339844e+00,7.326978206634521484e+00
1.601798534393310547e+00,3.576618671417236328e+00,2.643525123596191406e+00,6.773381233215332031e+00
4.291366934776306152e-01,1.779136657714843750e+00,8.924460411071777344e-01,5.468705177307128906e+00
9.460431337356567383e-02,2.118345260620117188e+00,8.212230205535888672e-01,6.423021793365478516e+00
-5.064747929573059082e-01,1.683453202247619629e+00,2.420863360166549683e-01,5.042086124420166016e+00
-1.352518051862716675e-01,1.811870455741882324e+00,4.028776884078979492e-01,5.682014465332031250e+00
-1.748201400041580200e-01,1.208633065223693848e+00,3.035971224308013916e-01,4.738129615783691406e+00
9.201439023017883301e-01,3.286690711975097656e+00,1.924100756645202637e+00,6.543165683746337891e+00
5.413669347763061523e-01,2.444604396820068359e+00,1.965467572212219238e+00,5.469064712524414062e+00
2.834532260894775391e+00,4.406834602355957031e+00,2.801438808441162109e+00,7.289568424224853516e+00
1.362589955329895020e+00,2.682014465332031250e+00,1.658633112907409668e+00,6.685611724853515625e+00
-3.618704974651336670e-01,1.935251832008361816e+00,1.055395722389221191e+00,5.155035972595214844e+00
4.791367053985595703e-01,2.346043109893798828e+00,1.170143842697143555e+00,6.456115245819091797e+00
-2.794964015483856201e-01,1.735971212387084961e+00,1.225539565086364746e+00,5.508992671966552734e+00
3.697482109069824219e+00,5.038489341735839844e+00,3.837769746780395508e+00,8.469783782958984375e+00
-2.945683479309082031e+00,-1.699280619621276855e+00,-3.176618814468383789e+00,2.699280500411987305e+00
2.478417307138442993e-01,1.881294965744018555e+00,8.302158117294311523e-01,5.591366767883300781e+00
-1.545323729515075684e+00,8.133093714714050293e-01,-1.697841733694076538e-01,4.236330986022949219e+00
-2.237769842147827148e+00,-3.870503604412078857e-01,-4.219424426555633545e-01,3.041726589202880859e+00
1.906474828720092773e-01,2.070143938064575195e+00,1.411870479583740234e+00,5.325180053710937500e+00
1.297841668128967285e+00,2.529856204986572266e+00,1.720503568649291992e+00,5.859712123870849609e+00
-1.034172654151916504e+00,3.104316592216491699e-01,-6.989208459854125977e-01,5.296402931213378906e+00
-1.255395710468292236e-01,1.362589955329895020e+00,3.345323726534843445e-02,5.792805671691894531e+00
-2.197841644287109375e+00,-6.762589812278747559e-01,-1.954316496849060059e+00,2.511151075363159180e+00
1.104676246643066406e+00,2.825899362564086914e+00,1.057554006576538086e+00,7.080215930938720703e+00
